prog,malloc,threads,time,cycles,galois,push,pop,emptypop,npush,npop,nemptypop,good,bad,empty,work_cyc,ngood,nbad,nempty,work_n,qpopfast,qpopfastcyc,qpoplocal,qpoplocalcyc,qpopremote,qpopremotecyc,qpopempty,qpopemptycyc
testrun4/sssp-capq_clique4000_d4,libc,176,0.0966067325,40806683808.0,1332419249.0,5706397828.0,130646593.0,27924214901.0,17630.0,21629.0,323063.0,5703227604.0,3777084.0,6000549.0,5713005237.0,15996000.0,10644.0,17623.0,16024267.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.13228517875,6984657438.0,103008256.0,111814116.0,19534370.0,1783880910.0,16004.0,20003.0,348897.0,4936526374.0,26457419.0,3435993.0,4966419786.0,15996000.0,95937.0,15979.0,16107916.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.128661148333,6793308632.0,118289224.0,108094269.0,23155687.0,1917277228.0,16019.0,20018.0,412497.0,4599199518.0,23859980.0,3432726.0,4626492224.0,15996000.0,91075.0,15996.0,16103071.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.11479806,6061337568.0,94593794.0,99185075.0,26330590.0,1360979180.0,16091.0,20090.0,246242.0,4432009779.0,43257944.0,4981206.0,4480248929.0,15996000.0,147024.0,16052.0,16159076.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.12723477,6717995856.0,104796949.0,100874025.0,22825644.0,2019343742.0,16061.0,20060.0,389672.0,4439529108.0,27146801.0,3479587.0,4470155496.0,15996000.0,101166.0,16034.0,16113200.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.11328446375,5981419686.0,72734785.0,104319387.0,18415742.0,1360636742.0,16219.0,20218.0,215643.0,4342032301.0,80073076.0,3207653.0,4425313030.0,15996000.0,300791.0,16141.0,16312932.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.12520658125,6610907490.0,101596084.0,107952114.0,21569641.0,1870876796.0,16153.0,20152.0,322000.0,4480151091.0,25012632.0,3749132.0,4508912855.0,15996000.0,100134.0,16126.0,16112260.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.111271868333,5875154648.0,92814615.0,95814574.0,23614756.0,1348834992.0,16080.0,20079.0,285806.0,4251469380.0,59345490.0,3260841.0,4314075711.0,15996000.0,233187.0,16019.0,16245206.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.10241290125,5407401186.0,72224126.0,101682770.0,21523190.0,570941579.0,16181.0,20180.0,103782.0,4604162457.0,33656868.0,3210196.0,4641029521.0,15996000.0,124777.0,16149.0,16136926.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.130087527917,6868621474.0,115140811.0,105543110.0,23282164.0,2156145910.0,15927.0,19926.0,501836.0,4435445590.0,29110607.0,3953282.0,4468509479.0,15996000.0,95565.0,15899.0,16107464.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,22,0.118715606667,6268184032.0,100796090.0,105578206.0,23281681.0,1516918935.0,16029.0,20028.0,317247.0,4498574809.0,19401833.0,3632478.0,4521609120.0,15996000.0,66325.0,16012.0,16078337.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0842803683333,8900006896.0,172446515.0,315395958.0,25816355.0,3737758168.0,16462.0,20461.0,364861.0,4496446364.0,147445957.0,4697579.0,4648589900.0,15996000.0,559333.0,16314.0,16571647.0,0,0,0,0,0,0,0,0
testrun4/sssp-capq_clique4000_d4,libc,44,0.0774813183333,8182027216.0,186666160.0,319151803.0,27617354.0,3056805252.0,16321.0,20320.0,278442.0,4502691233.0,84826964.0,4268450.0,4591786647.0,15996000.0,316725.0,16238.0,16328963.0,0,0,0,0,0,0,0,0
